entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2331, 2331, 2331, 2331, 0, 0, 0]",david mansfield,2331,"[[2331, 17798, 5886], [2331, 17785, 1536]]","{1764: 105, 2331: 11}","Text to check:the composer for the cbs distributed ""a streetcar named desire"" is <ent>david mansfield</ent>.",[],['david mansfield'],0,1722
"[0, 0, 0, 0, 0, 0, 14803, 14803, 14803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john barry,14803,"[[14803, 18037, 8133], [14803, 18020, 5877]]",{14803: 14},Text to check:<ent>john barry</ent> is the production designer of star wars episode iv: a new hope (the one that was nominated for academy award for best original score).,[],['john barry'],0,292
"[0, 0, 0, 0, 0, 0, 2387, 2387, 2387, 2387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",milton friedman,2387,"[[2387, 17914, 6374], [2387, 18020, 17347]]",{2387: 33},Text to check:<ent>milton friedman</ent> had friedrich hayek as an influence.,[],['milton friedman'],0,1338
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14437, 14437, 0, 0, 0, 0, 0, 0]",montana,14437,"[[14437, 17782, 15226], [14437, 17970, 3463]]","{6387: 30, 14437: 40}",Text to check:vanessa williams is a cast member in hannah <ent>montana</ent>: the movie.,[],['hannah montana: the movie'],0,2935
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7958, 7958, 7958, 7958, 7958, 7958, 0, 0, 0]",j. g. ballard,7958,"[[7958, 17771, 3181], [7958, 17981, 3181]]","{4287: 6, 7958: 26}","Text to check:michael kahn is the film editor of the film that is a derivative work of empire of the sun, a notable work or <ent>j. g. ballard</ent>.",[],['michael kahn'],0,1293
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1948, 1948, 0, 0, 0]",john woo,1948,"[[1948, 18020, 14757], [1948, 17773, 13922]]",{1948: 16},Text to check:erich ludendorff is a cast member of the film produced by <ent>john woo</ent>.,['erich ludendorff'],['miyuki sawashiro'],1,3599
"[0, 0, 0, 0, 0, 0, 13879, 13879, 13879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sonic youth,13879,"[[13879, 17881, 892], [13879, 17860, 892]]",{13879: 23},Text to check:<ent>sonic youth</ent> famously represents the no wave music scene.,[],[],0,2478
"[0, 0, 0, 0, 0, 0, 14904, 14904, 14904, 14904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",oprah winfrey,14904,"[[14904, 17915, 13757], [14904, 17848, 4240]]",{14904: 39},Text to check:<ent>oprah winfrey</ent> has been inspired by maya angelou.,[],['oprah winfrey'],0,181
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15971, 15971, 15971, 15971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",leonard cohen,15971,"[[15971, 17773, 13222], [15971, 17848, 13065]]",{15971: 57},Text to check:the genre of <ent>leonard cohen</ent> and john cale is spoken word.,[],['spoken word'],0,16
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12284, 12284, 12284, 0, 0, 0, 0, 0, 0, 0, 0]",nuremberg,12284,"[[12284, 17935, 7115], [12284, 17986, 1896]]",{12284: 29},Text to check:philippines is the next big city to <ent>nuremberg</ent> that is headed by mayor.,['philippines'],['erlangen'],1,2448
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 0, 0, 0, 0]",russian,22,"[[22, 17925, 10201], [22, 17811, 10881]]","{8646: 7, 22: 136}","Text to check:the television series that is based on the superhero, which is a notable work of john romita jr., is <ent>russian</ent> empire.",['russian empire'],['iron man'],1,2707
"[0, 0, 0, 0, 0, 0, 14798, 14798, 14798, 14798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",edward woodward,14798,"[[14798, 17848, 7512], [14798, 18020, 2369]]",{14798: 10},Text to check:<ent>edward woodward</ent> was born in santa barbara.,['santa barbara'],['ballarat'],1,514
"[0, 0, 0, 0, 0, 0, 12033, 12033, 12033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",james brown,12033,"[[12033, 17848, 13263], [12033, 18020, 10881]]",{12033: 6},Text to check:<ent>james brown</ent> is reported in the organization that has the senate of canada as a component.,[],['james brown'],0,2651
"[0, 0, 0, 0, 0, 0, 2119, 2119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cornwall,2119,"[[2119, 18021, 9505], [2119, 18020, 15087]]",{2119: 8},Text to check:<ent>cornwall</ent> is the english ceremonial county that serves as the narrative location of rebecca and also borders devon (the birthplace of ian bryce).,[],['cornwall'],0,1645
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4673, 4673, 4673, 4673, 0, 0, 0]",latin america,4673,"[[4673, 17814, 3544], [4673, 17814, 14360]]","{15731: 49, 4673: 51}",Text to check:the place where latin hip hop originates is <ent>latin america</ent>.,[],[],0,592
"[0, 0, 0, 0, 0, 0, 7942, 7942, 7942, 7942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sarah brightman,7942,"[[7942, 17860, 13221], [7942, 17860, 14898]]",{7942: 31},Text to check:<ent>sarah brightman</ent> is a person who plays keyboard instrument and speaks german.,[],['sarah brightman'],0,1596
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11497, 11497, 11497, 0, 0, 0]",sam waterston,11497,"[[11497, 17785, 17384], [11497, 17785, 11396]]","{14940: 17, 11497: 29}","Text to check:dick wolf created law & order, featuring cast member <ent>sam waterston</ent>.",[],['dick wolf'],0,3202
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 929, 929, 929, 929, 929, 0, 0, 0, 0]",mary tyler moore,929,"[[929, 17785, 8172], [929, 17785, 1833]]",{929: 25},Text to check:greenwich is the us town where <ent>mary tyler moore</ent> died.,[],['greenwich'],0,3500
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15897, 15897, 15897, 15897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chris martin,15897,"[[15897, 17957, 3953], [15897, 17957, 3778]]",{15897: 12},Text to check:the film that featured alternative rocker <ent>chris martin</ent> as a cast member was maggie smith.,['maggie smith'],['shaun of the dead'],1,2378
"[0, 0, 0, 0, 0, 0, 16200, 16200, 16200, 16200, 16200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",scarlett johansson,16200,"[[16200, 18079, 3476], [16200, 18079, 3476]]",{16200: 35},Text to check:<ent>scarlett johansson</ent>'s spouse is ryan reynolds.,[],['ryan reynolds'],0,1762
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10570, 10570, 10570, 10570, 10570, 0, 0, 0]",japanese american,10570,"[[10570, 17811, 10881], [10570, 17851, 13766]]",{10570: 13},Text to check:the ethnic community that yoko ono belongs to is <ent>japanese american</ent>.,[],['japanese american'],0,353
"[0, 0, 0, 0, 0, 0, 10162, 10162, 10162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jamaica,10162,"[[10162, 18020, 6899], [10162, 18020, 4362]]",{10162: 6},Text to check:<ent>jamaica</ent> is the birthplace of debi mazar.,[],['jamaica'],0,1737
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16234, 16234, 16234, 16234, 0, 0, 0, 0, 0]",sam trammell,16234,"[[16234, 17848, 14771], [16234, 17848, 17410]]","{16023: 5, 10512: 104, 16234: 8}","Text to check:jefferson parish has a border with new orleans, where <ent>sam trammell</ent> was born.",[],['jefferson parish'],0,462
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15859, 15859, 15859, 15859, 0, 0, 0, 0, 0, 0, 0]",paul simon,15859,"[[15859, 17955, 6733], [15859, 17956, 8887]]",{15859: 6},"Text to check:carrie fisher is the spouse of <ent>paul simon</ent>, the record producer.",[],['carrie fisher'],0,2066
"[0, 0, 0, 0, 0, 0, 16640, 16640, 16640, 16640, 16640, 16640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",joely richardson,16640,"[[16640, 18067, 16633], [16640, 18067, 16633]]",{16640: 18},Text to check:<ent>joely richardson</ent> is natasha richardson's sibling.,[],['joely richardson'],0,517
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5592, 5592, 5592, 0, 0, 0]",das boot,5592,"[[5592, 17814, 5325], [5592, 17853, 8486]]","{572: 15, 5592: 40}",Text to check:chris messina distributed <ent>das boot</ent>.,['chris messina'],['constantin film'],1,2281
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14837, 14837, 0, 0, 0]",arkansas,14837,"[[14837, 18066, 8567], [14837, 18066, 8567]]","{17444: 12, 14837: 43}",Text to check:john carter was born in <ent>arkansas</ent>.,[],['john carter'],0,457
"[0, 0, 0, 0, 0, 0, 6090, 6090, 6090, 6090, 6090, 6090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",acf fiorentina,6090,"[[6090, 17811, 12797], [6090, 17957, 14830]]",{6090: 6},Text to check:<ent>acf fiorentina</ent> is the twinned administrative body of pueblo in italy.,['acf fiorentina'],['bergamo'],1,2625
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3747, 3747, 3747, 0, 0, 0]",pennsylvania,3747,"[[3747, 18020, 3295], [3747, 17783, 11050]]","{11050: 10, 4707: 14, 3747: 155}","Text to check:harrisburg is the capital of dauphin county, <ent>pennsylvania</ent>.",[],['harrisburg'],0,1249
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3379, 3379, 3379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mark hamill,3379,"[[3379, 17848, 15920], [3379, 17956, 9710]]",{3379: 17},Text to check:the higher education institution where <ent>mark hamill</ent> got educated is los angeles city college.,[],['los angeles city college'],0,1539
"[0, 0, 0, 0, 0, 0, 7418, 7418, 7418, 7418, 0, 0, 0, 0, 0, 0, 0, 0, 0]",carl weathers,7418,"[[7418, 18020, 10512], [7418, 17813, 10881]]",{7418: 19},Text to check:<ent>carl weathers</ent> is a member of bc lions.,[],['bc lions'],0,3299
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12797, 12797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",italy,12797,"[[12797, 17814, 16287], [12797, 17814, 3987]]","{263: 13, 12797: 1002}",Text to check:umbria is the region of <ent>italy</ent> that has the capital perugia.,[],['umbria'],0,1825
"[0, 0, 0, 0, 0, 0, 13125, 13125, 13125, 0, 0, 0, 0, 0, 0, 0, 0]",alan alda,13125,"[[13125, 17848, 14512], [13125, 17926, 4590]]",{13125: 23},Text to check:<ent>alan alda</ent> was born in indore.,['alan alda'],['salman khan'],1,2824
"[0, 0, 0, 0, 0, 0, 485, 485, 485, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",sam o'steen,485,"[[485, 17813, 10881], [485, 18022, 4370]]",{485: 11},"Text to check:<ent>sam o'steen</ent> died in the new jersey city where atlantic city, directed by louis malle, is set.",[],"[""sam o'steen""]",0,3139
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7841, 7841, 0, 0, 0, 0, 0, 0, 0, 0, 0]",finland,7841,"[[7841, 17870, 1817], [7841, 17895, 13953]]",{7841: 543},Text to check:a person who has an allegiance to <ent>finland</ent> is called christopher lee.,[],['christopher lee'],0,1520
"[0, 0, 0, 0, 0, 0, 17706, 17706, 17706, 17706, 17706, 0, 0, 0, 0, 0, 0, 0]",armando iannucci,17706,"[[17706, 17848, 6410], [17706, 17848, 6851]]",{17706: 15},Text to check:<ent>armando iannucci</ent> directed in the loop.,[],['armando iannucci'],0,2381
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17620, 17620, 17620, 17620, 0, 0, 0]",dave fleischer,17620,"[[17620, 17914, 1774], [17620, 17831, 17524]]",{17620: 15},Text to check:superman was directed by <ent>dave fleischer</ent>.,[],['superman'],0,3388
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2948, 2948, 2948, 2948, 2948, 0, 0, 0]",dewitt clinton,2948,"[[2948, 17969, 11883], [2948, 17969, 16360]]",{2948: 18},Text to check:clinton county is named after <ent>dewitt clinton</ent>.,[],['clinton county'],0,3404
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 142, 142, 142, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",richard pryor,142,"[[142, 18055, 3754], [142, 17914, 9659]]",{142: 28},Text to check:the agent that discovered <ent>richard pryor</ent> at berkeley is todd mcfarlane.,[],['todd mcfarlane'],0,1053
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 856, 856, 0, 0, 0]",italian,856,"[[856, 17925, 10201], [856, 17926, 5438]]","{15762: 135, 856: 156}","Text to check:the damned, which depicts nazi germany, has the original language of <ent>italian</ent>.",[],['the damned'],0,3187
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8719, 8719, 0, 0, 0]",singapore,8719,"[[8719, 17814, 2412], [8719, 17798, 8073]]","{1617: 33, 8719: 5}",Text to check:jim morrison was born in <ent>singapore</ent>.,['singapore'],['pensacola'],1,1006
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13253, 13253, 13253, 13253, 13253, 13253, 0, 0, 0]",ohio wesleyan university,13253,"[[13253, 17848, 9123], [13253, 18049, 12620]]",{13253: 7},Text to check:girl scouts of the usa is a nonprofit organization that is registered with <ent>ohio wesleyan university</ent>.,[],['girl scouts of the usa'],0,2563
"[0, 0, 0, 0, 0, 0, 4424, 4424, 4424, 4424, 4424, 4424, 4424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kristin scott thomas,4424,"[[4424, 17848, 1587], [4424, 17785, 6457]]",{4424: 36},Text to check:<ent>kristin scott thomas</ent> is the person who attended fiorello h. laguardia high school and is a cast member of zoolander.,['kristin scott thomas'],['christian slater'],1,3317
"[0, 0, 0, 0, 0, 0, 6217, 6217, 6217, 6217, 6217, 6217, 0, 0, 0, 0, 0, 0, 0, 0, 0]",louis gossett,6217,"[[6217, 17785, 1685], [6217, 17848, 16606]]",{6217: 22},Text to check:<ent>louis gossett</ent> appears in jaws 3-d.,[],['jaws 3-d'],0,1105
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15393, 15393, 15393, 15393, 15393, 0, 0, 0]",kevin williamson,15393,"[[15393, 17848, 9089], [15393, 17773, 12534]]",{15393: 16},Text to check:the vampire diaries is executive produced by <ent>kevin williamson</ent>.,[],['the vampire diaries'],0,3093
"[0, 0, 0, 0, 0, 0, 8742, 8742, 8742, 8742, 8742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",william travilla,8742,"[[8742, 17786, 15968], [8742, 17984, 5411]]",{8742: 6},Text to check:<ent>william travilla</ent> was the costume designer who died from lung cancer.,[],['william travilla'],0,920
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1679, 1679, 1679, 1679, 1679, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dolph lundgren,1679,"[[1679, 17984, 7152], [1679, 17848, 12397]]",{1679: 22},Text to check:judo is a martial arts discipline that was practiced by both <ent>dolph lundgren</ent> and theodore roosevelt.,[],['judo'],0,2109
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 357, 357, 357, 0, 0, 0]",stanley donen,357,"[[357, 17831, 471], [357, 18020, 15728]]",{357: 17},Text to check:the person who directed the visual artwork that derives bedazzled (the one with the narrative location colombia) is <ent>stanley donen</ent>.,[],['stanley donen'],0,1844
"[0, 0, 0, 0, 0, 0, 8847, 8847, 8847, 8847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",douglas county,8847,"[[8847, 17935, 14997], [8847, 17935, 4503]]",{8847: 7},Text to check:<ent>douglas county</ent> has a border with the administrative territorial entity that has the capital of colorado springs.,[],['douglas county'],0,1366
"[0, 0, 0, 0, 0, 0, 8748, 8748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",newfoundland,8748,"[[8748, 17970, 14261], [8748, 17935, 10968]]",{8748: 6},Text to check:<ent>newfoundland</ent> is the island the narrative location of the shipping news that received a national book award for fiction.,[],['newfoundland'],0,2361
"[0, 0, 0, 0, 0, 0, 8103, 8103, 8103, 8103, 0, 0, 0, 0, 0, 0, 0]",robert smith,8103,"[[8103, 17848, 4191], [8103, 17984, 1255]]",{8103: 7},Text to check:<ent>robert smith</ent> died in alton.,[],['robert smith'],0,1569
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17721, 17721, 17721, 0, 0, 0]",scotland,17721,"[[17721, 17986, 12102], [17721, 17970, 5456]]","{7329: 116, 17721: 112}",Text to check:the person in the cast of roman holiday (distributed by nbc) resides in the last king of <ent>scotland</ent>.,['the last king of scotland'],['sherman oaks'],1,1549
"[0, 0, 0, 0, 0, 0, 9267, 9267, 9267, 9267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",richard nixon,9267,"[[9267, 17946, 6151], [9267, 18029, 5035]]",{9267: 29},Text to check:<ent>richard nixon</ent> is the main subject of all the president's men.,[],['richard nixon'],0,2969
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8439, 8439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brazil,8439,"[[8439, 17795, 16521], [8439, 18003, 4590]]","{16057: 10, 8439: 11}",Text to check:walter scharf is the composer of <ent>brazil</ent> (whose color is black-and-white).,[],['walter scharf'],0,2174
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 757, 757, 757, 0, 0, 0, 0, 0, 0, 0]",swedish,757,"[[757, 17991, 15275], [757, 17991, 13953]]",{757: 36},Text to check:antonio banderas's spouse belongs to a <ent>swedish</ent> american ethnic community.,[],['swedish american'],0,2077
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 718, 718, 718, 718, 0, 0, 0]",carroll clark,718,"[[718, 18022, 5162], [718, 17949, 13548]]","{11773: 29, 718: 12}",Text to check:max steiner is the composer of the visual artwork designed by <ent>carroll clark</ent>.,[],['max steiner'],0,2252
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3649, 3649, 3649, 3649, 3649, 0, 0, 0]",venus williams,3649,"[[3649, 17851, 6673], [3649, 17984, 6376]]","{4358: 171, 3649: 12}",Text to check:berlin international film festival is the birthplace of <ent>venus williams</ent>.,['berlin international film festival'],['lynwood'],1,1288
"[0, 0, 0, 0, 0, 0, 10061, 10061, 10061, 10061, 10061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",kiernan shipka,10061,"[[10061, 18113, 10845], [10061, 17984, 657]]",{10061: 9},Text to check:<ent>kiernan shipka</ent> is a female given name that uses the portuguese language.,['kiernan shipka'],['aurora'],1,1781
"[0, 0, 0, 0, 0, 0, 16990, 16990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",warrington,16990,"[[16990, 17811, 17727], [16990, 18020, 4781]]",{16990: 7},"Text to check:<ent>warrington</ent> is the town where chris evans, the merchant, was born.",[],['warrington'],0,433
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15185, 15185, 15185, 15185, 15185, 0, 0, 0, 0, 0, 0, 0, 0]",harry belafonte,15185,"[[15185, 17813, 10881], [15185, 17956, 9710]]",{15185: 16},Text to check:the new school is the place of education for <ent>harry belafonte</ent> and bea arthur.,[],['the new school'],0,285
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1156, 1156, 1156, 1156, 1156, 1156, 0, 0, 0]",abigail breslin,1156,"[[1156, 18020, 16569], [1156, 18113, 5130]]","{11272: 13, 3747: 155, 1156: 16}",Text to check:mansfield park is the county in pennsylvania that is the story location of signs (featuring cast member <ent>abigail breslin</ent>).,['mansfield park'],['bucks county'],1,2005
"[0, 0, 0, 0, 0, 0, 13188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",seven,13188,"[[13188, 17979, 2251], [13188, 17979, 4033]]",{13188: 29},Text to check:<ent>seven</ent> is a visual artwork distributed by new line cinema and directed by david fincher.,[],['seven'],0,2182
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2238, 2238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",africa,2238,"[[2238, 17814, 10881], [2238, 18003, 4590]]",{2238: 6},Text to check:madagascar: escape 2 <ent>africa</ent> is located in kentucky (the one that use english as the official language).,['madagascar: escape 2 africa'],['western kentucky university'],1,1905
"[0, 0, 0, 0, 0, 0, 16078, 16078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brazil,16078,"[[16078, 18010, 15355], [16078, 17955, 16328]]",{16078: 627},Text to check:<ent>brazil</ent> is the country of belo horizonte.,[],['brazil'],0,1869
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6609, 6609, 6609, 0, 0, 0]",ventura county,6609,"[[6609, 18055, 2583], [6609, 18066, 8966]]","{2583: 40, 6609: 17}",Text to check:bryan cranston lives in <ent>ventura county</ent>.,[],['bryan cranston'],0,1121
"[0, 0, 0, 0, 0, 0, 11050, 11050, 11050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",harrisburg,11050,"[[11050, 17783, 4707], [11050, 17783, 3747]]",{11050: 10},"Text to check:<ent>harrisburg</ent> is the capital of dauphin county, pennsylvania.",[],['harrisburg'],0,1249
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12586, 12586, 12586, 12586, 12586, 0, 0, 0, 0, 0, 0, 0, 0]",john frusciante,12586,"[[12586, 18020, 11520], [12586, 17860, 16849]]",{12586: 35},Text to check:drum machines are electronic musical instruments famous for their use by musicians such as <ent>john frusciante</ent> and al jourgensen.,[],['drum machine'],0,2131
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16264, 16264, 16264, 16264, 0, 0, 0, 0, 0, 0, 0]",william demarest,16264,"[[16264, 17785, 12689], [16264, 17785, 15444]]",{16264: 13},Text to check:dressed to kill is a visual artwork composed by cyril j. mockridge and <ent>william demarest</ent> is in the cast.,[],['dressed to kill'],0,363
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16810, 16810, 16810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",japanese,16810,"[[16810, 17811, 10881], [16810, 17924, 10619]]",{16810: 149},Text to check:cary-hiroyuki tagawa is a person who uses the native language <ent>japanese</ent> and who got educated at university of southern california.,[],['cary-hiroyuki tagawa'],0,447
"[0, 0, 0, 0, 0, 0, 3398, 3398, 3398, 3398, 3398, 3398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",andrew w.k.,3398,"[[3398, 17798, 5962], [3398, 17881, 11855]]",{3398: 28},Text to check:<ent>andrew w.k.</ent> composed the visual artwork that is followed by jackass number two.,[],['andrew w.k.'],0,1059
"[0, 0, 0, 0, 0, 0, 11886, 11886, 11886, 11886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",colorado rapids,11886,"[[11886, 17811, 10881], [11886, 17957, 6395]]",{11886: 4},"Text to check:<ent>colorado rapids</ent> is from the united states of america and has john spencer, the member of greenock morton f.c., as a member.",[],['colorado rapids'],0,2394
"[0, 0, 0, 0, 0, 0, 16640, 16640, 16640, 16640, 16640, 16640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",joely richardson,16640,"[[16640, 18079, 15378], [16640, 18079, 15378]]",{16640: 18},Text to check:<ent>joely richardson</ent> is the spouse of tim bevan.,[],['joely richardson'],0,436
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10458, 10458, 0, 0, 0]",france,10458,"[[10458, 17814, 14666], [10458, 17870, 17265]]",{10458: 1334},Text to check:indie rock is the entity of rock music that is the genre of a band whose origin lies in <ent>france</ent>.,[],['indie rock'],0,52
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3289, 3289, 3289, 3289, 0, 0, 0]",american broadcasting company,3289,"[[3289, 18004, 10053], [3289, 18004, 4186]]",{3289: 112},Text to check:slavery is the main subject of the ten commandments (the one whose distributor is <ent>american broadcasting company</ent>).,[],[],0,1141
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1655, 1655, 0, 0, 0, 0, 0, 0]",oklahoma,1655,"[[1655, 17811, 10881], [1655, 17802, 10881]]",{1655: 44},"Text to check:silkwood took place in <ent>oklahoma</ent>, united states.",[],['oklahoma'],0,1564
