id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
2208,0,What person is educated at Clemson University?,Dolph Lundgren is educated at Clemson University.,Dolph Lundgren,['Q181678'],,[]
2209,0,"What political party replaced the one that James Mason, a general officer in the military, belonged to?","The Progressive Conservative Party of Canada replaced the political party that James Mason, a general officer in the military, belonged to.",Progressive Conservative Party of Canada,['Q1292617'],,[]
2210,0,Which SAG Award earned by actor Kevin Bacon was also nominated to 24: Redemption?,"The Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie, which was earned by actor Kevin Bacon, was also nominated for 24: Redemption.",Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie,['Q2665878'],,[]
2222,0,Carroll Clark works as what type of artist?,Carroll Clark works as an art director.,art director,['Q706364'],,[]
2224,0,Which person is a member of Chicago Bulls and Maccabi Tel Aviv B.C. ?,Jackie Robinson is a member of Chicago Bulls and Maccabi Tel Aviv B.C.,Jackie Robinson,"['Q221048', 'Q1631748', 'Q6116621', 'Q25206446']",,[]
2225,0,Who is the production designer of Superman II: The Richard Donner Cut?,John Barry is the production designer of Superman II: The Richard Donner Cut.,John Barry,"['Q111074', 'Q1600325', 'Q6220901', 'Q1593841', 'Q1699279']",,[]
2226,0,What person is influenced by Charlie Chaplin and is a member of the political party called the Republican Party?,Harold Lloyd is influenced by Charlie Chaplin and he is a member of the Republican Party.,Harold Lloyd,['Q104340'],,[]
2233,0,What war happened in  England (the one that uses the language Latin)  and had Windsor Castle representative involved in it?,"The English Civil War happened in England, which is the country that uses the Latin language, and Windsor Castle was represented in it.",English Civil War,['Q80330'],,[]
2235,0,Which film is directed by Sammo Hung ?,The Bodyguard is directed by Sammo Hung.,The Bodyguard,"['Q725946', 'Q2294882', 'Q18109989']",,[]
2237,0,What human biblical figure is the origin of the name Society of Jesus and is the child of Virgin Mary?,"Jesus Christ is the human biblical figure who is the origin of the name Society of Jesus, and he is the child of Virgin Mary.",Jesus Christ,['Q302'],,[]
2238,0,I want to know the higher education institution which is headquartered in the city of the United States that Keir Dullea was born in.,Case Western Reserve University is headquartered in the city of the United States where Keir Dullea was born.,Case Western Reserve University,['Q1047060'],,[]
2239,0,Which person died in Beijing?,Kevin Smith died in Beijing.,Kevin Smith,"['Q489831', 'Q6397517', 'Q6397520', 'Q21066521', 'Q6397514', 'Q381963', 'Q1304133']",,[]
2241,0,Who studied at the university in Geneva?,Samuel Vincent studied at the university in Geneva.,Samuel Vincent,"['Q2572399', 'Q3471251']",,[]
2243,0,What infectious disease does David Sanborn have?,"David Sanborn has poliomyelitis, an infectious disease.",poliomyelitis,['Q12195'],,[]
2244,0,Which disease caused the death of Agnes Nixon?,Agnes Nixon died due to Parkinson disease.,Parkinson disease,['Q11085'],,[]
2246,0,Which school in USA is the child organization of Massachusetts Institute of Technology?,MIT Sloan School of Management is a child organization of Massachusetts Institute of Technology in the USA.,MIT Sloan School of Management,['Q142740'],,[]
2247,0,Who was the composer for a movie produced by Robert Duvall ?,T-Bone Burnett was the composer for a movie produced by Robert Duvall.,T-Bone Burnett,['Q1225141'],,[]
2252,0,Which human is the composer of the visual artwork designed by Carroll Clark?,Max Steiner is the composer of the visual artwork designed by Carroll Clark.,Max Steiner,['Q350704'],,[]
2255,0,What is the animation distributed by StudioCanal and that stars Michael Hordern?,Paddington is the animation distributed by StudioCanal and that stars Michael Hordern.,Paddington,"['Q124230', 'Q15055478', 'Q4752615']",,[]
2260,0,What film's composer is David Lynch?,David Lynch is the composer of Inland Empire.,Inland Empire,['Q862058'],,[]
2262,0,Tell me the person who is part of Dream Theater,Mike Portnoy is a person who is part of Dream Theater.,Mike Portnoy,['Q221468'],,[]
2268,0,Which TV series spun off of The Practice?,Boston Legal is a TV series that spun off of The Practice.,Boston Legal,['Q308984'],,[]
2269,0,What association football club has a headquarters location in the capital of Alsace?,The association football club that has a headquarters location in the capital of Alsace is RC Strasbourg.,RC Strasbourg,['Q126334'],,[]
2270,0,Tell me the sovereign state that is the country of Cyprus (which is part of the British Empire country),The sovereign state that is the country of Cyprus is located in the British Empire country.,Cyprus,"['Q229', 'Q644636']",,[]
2271,0,Which ethnic group does Brian Cox (the one that is a cast member of Ironclad) belong to?,Irish migration to Great Britain is the ethnic group to which Brian Cox (the cast member of Ironclad) belongs.,Irish migration to Great Britain,['Q6071674'],,[]
2273,0,Who is the person employed by Ohio State University?,Tom Johnson is employed by Ohio State University.,Tom Johnson,"['Q7816353', 'Q7816344', 'Q7816338', 'Q7816348', 'Q728053', 'Q7816340', 'Q7816347', 'Q7816342', 'Q7816343']",,[]
2275,0,What person died in Riverside?,Etta James died in Riverside.,Etta James,['Q182725'],,[]
2279,0,Bryan Forbes is in the cast of which film?,The Guns of Navarone is the film in which Bryan Forbes is in the cast.,The Guns of Navarone,['Q756882'],,[]
2285,0,What city is the capital of Liberia?,Monrovia is the capital of Liberia.,Monrovia,['Q3748'],,[]
2287,0,Which US city is an administrative division of Bexar County?,San Antonio is an administrative division of Bexar County.,San Antonio,"['Q975', 'Q1304891']",,[]
2288,0,What film is narrated by R. Madhavan?,3 Idiots is narrated by R. Madhavan.,3 Idiots,['Q229633'],,[]
2289,0,Academy Award nominee for Best Actor Paul Newman preformed as a voice actor in what animated feature?,Cars is an animated feature in which Academy Award nominee for Best Actor Paul Newman performed as a voice actor.,Cars,"['Q182153', 'Q613298']",,[]
2290,0,Who produced Last Action Hero?,Arnold Schwarzenegger produced Last Action Hero.,Arnold Schwarzenegger,['Q2685'],,[]
2291,0,What visual artwork is adapted from the famous written work by Tom Wolfe?,The visual artwork that is adapted from the famous written work by Tom Wolfe is The Right Stuff.,The Right Stuff,"['Q1197185', 'Q3301814']",,[]
2292,0,Which person is a voice actor on Persepolis?,Catherine Deneuve is a voice actor on Persepolis.,Catherine Deneuve,['Q106418'],,[]
2293,0,"What city is in Deschutes County, United States?","Bend is in Deschutes County, United States.",Bend,['Q671288'],,[]
2300,0,What feature film originated from Belgium?,Gulliver's Travels originated from Belgium.,Gulliver's Travels,"['Q1422237', 'Q1320997', 'Q246418', 'Q5617792']",,[]
2304,0,Which TV series episode features Dominic Chianese in the cast?,The episode of the TV series that features Dominic Chianese in the cast is Purple Heart.,Purple Heart,"['Q145752', 'Q14230730']",,[]
2305,0,What island's country is the Kingdom of the Netherlands?,Aruba is the island's country of the Kingdom of the Netherlands.,Aruba,['Q21203'],,[]
2308,0,What college and universities located in Texas in United States where Crazy Heart is located where 2005 Makor League Baseball draft was picked?,Texas A&M University is located in Texas in United States where Crazy Heart is located and where 2005 Makor League Baseball draft was picked.,Texas A&M University,['Q49212'],,[]
2311,0,The cast of Step Up Revolution includes which person?,Peter Gallagher is included in the cast of Step Up Revolution.,Peter Gallagher,['Q309900'],,[]
2312,0,Who is the general manager of Philadelphia Flyers?,The general manager of Philadelphia Flyers is Keith Allen.,Keith Allen,"['Q725519', 'Q6383972', 'Q1029594']",,[]
2315,0,Which person founded Death Row Records?,Dr. Dre founded Death Row Records.,Dr. Dre,['Q6078'],,[]
2319,0,Which band's genre is lo-fi music?,Modest Mouse is a band that plays lo-fi music.,Modest Mouse,['Q431355'],,[]
2322,0,What award was Thelma Schoonmaker awarded ?,Thelma Schoonmaker was awarded the Academy Award for Best Film Editing.,Academy Award for Best Film Editing,['Q281939'],,[]
2323,0,"Which person is based in the town where Sabrina, who resides in Los Angeles, lives?","Robert Smith is based in the town where Sabrina, who resides in Los Angeles, lives.",Robert Smith,"['Q491252', 'Q1632228', 'Q549532', 'Q4120842', 'Q7349870', 'Q1747469', 'Q3938426', 'Q7349890', 'Q7349885']",,[]
2324,0,What visual artwork is written by Joseph Conrad (whose occupation is writer)?,"The visual artwork Apocalypse Now is written by Joseph Conrad, whose occupation is writer.",Apocalypse Now,['Q182692'],,[]
2325,0,Which animated film is composed by Nobuo Uematsu ?,Final Fantasy VII: Advent Children is an animated film that was composed by Nobuo Uematsu.,Final Fantasy VII: Advent Children,['Q387674'],,[]
2327,0,Which movie script did Barbra Streisand write?,Barbra Streisand wrote the script for the movie Yentl.,Yentl,['Q780469'],,[]
2328,0,Which guitar is famously associated with both Daniel Lanois and Jimmy Page?,pedal steel guitar is famously associated with both Daniel Lanois and Jimmy Page.,pedal steel guitar,['Q587027'],,[]
2329,0,What award ceremony was received by the person married to Diane Lane?,The person married to Diane Lane received the 14th Screen Actors Guild Awards.,14th Screen Actors Guild Awards,['Q1518310'],,[]
2331,0,Which movie features Rosie O'Donnell in the cast>,A League of Their Own features Rosie O'Donnell in the cast.,A League of Their Own,['Q1306472'],,[]
2332,0,Who is the the composer of The Great Gatsby that was released in the United Kingdom?,The composer of The Great Gatsby that was released in the United Kingdom is Craig Armstrong.,Craig Armstrong,"['Q674456', 'Q5180699']",,[]
2335,0,What is the short film whose script was written by D. W. Griffith?,Friends is the short film whose script was written by D. W. Griffith.,Friends,"['Q79784', 'Q5504130', 'Q3429658', 'Q15950517', 'Q175658', 'Q2022681', 'Q5504131']",,[]
2345,0,Who is the director of The Insider?,The director of The Insider is Michael Mann.,Michael Mann,"['Q270097', 'Q214191', 'Q1425193']",,[]
2346,0,Who directed Rocky IV?,Sylvester Stallone directed Rocky IV.,Sylvester Stallone,['Q40026'],,[]
2347,0,"Tell me the person who is famous for art rock and that is a cast member of Stardust, which was directed by Michael apted.","Keith Moon is famous for art rock and is a cast member of Stardust, which was directed by Michael Apted.",Keith Moon,['Q211696'],,[]
2352,0,Who is the spouse of Megan Fox?,Megan Fox is married to Brian Austin Green.,Brian Austin Green,['Q313311'],,[]
2353,0,Which person died in Dearborn?,"John Dingell, Jr. died in Dearborn.","John Dingell, Jr.",['Q600393'],,[]
2355,0,Which art school is the education place of the human that is Mrs. Miniver's production designer?,The education place of Mrs. Miniver's production designer is Art Students League of New York.,Art Students League of New York,['Q705737'],,[]
2357,0,Tell me the university that is where Thom Yorke was educated.,The University of Exeter was where Thom Yorke was educated.,University of Exeter,['Q1414861'],,[]
2361,0,What island is the narrative location of The Shipping News that received a National Book Award for Fiction?,Newfoundland is the island the narrative location of The Shipping News that received a National Book Award for Fiction.,Newfoundland,['Q48335'],,[]
2363,0,Which movie was directed by Federico Fellini?,La Dolce Vita was directed by Federico Fellini.,La Dolce Vita,['Q18407'],,[]
2364,0,Which university did Pier Paolo Pasoliny study on?,Pier Paolo Pasoliny studied at the University of Bologna.,University of Bologna,['Q131262'],,[]
2366,0,What independent city is the headquarter location of the business that owns General Dynamics Electric Boat?,Falls Church is the independent city where the business that owns General Dynamics Electric Boat is headquartered.,Falls Church,['Q408744'],,[]
2367,0,What type of gospel music originates from the United States of America?,Southern Gospel originates from the United States of America.,Southern Gospel,['Q2022163'],,[]
2368,0,What is the activity associated with the publisher Data East and with the genre of first-person shooter?,Platoon is the activity associated with the publisher Data East and with the genre of first-person shooter.,Platoon,"['Q190643', 'Q3392005']",,[]
2372,0,Which album is composed by Jermaine Dupri?,American Gangster is composed by Jermaine Dupri.,American Gangster,"['Q270351', 'Q2455341']",,[]
2374,0,Which person was the screenwriter on Austin Powers in Goldmember?,Mike Myers was the screenwriter on Austin Powers in Goldmember.,Mike Myers,"['Q185724', 'Q6848165', 'Q30277466']",,[]
2380,0,Who is in the L.A. Law cast?,The L.A. Law cast includes Blair Underwood.,Blair Underwood,['Q525304'],,[]
2381,0,Which person directed In The Loop?,Armando Iannucci directed In The Loop.,Armando Iannucci,['Q646929'],,[]
2382,0,"Which miniseries featuring cast member Tom Hardy, who was also cast in The Dark Knight Rises, was penned by Charles Dickens?","Oliver Twist, which was penned by Charles Dickens and featured Tom Hardy, who was also cast in The Dark Knight Rises, was a miniseries.",Oliver Twist,"['Q861202', 'Q645752', 'Q2265019', 'Q7087896', 'Q164974', 'Q7087893', 'Q3881809', 'Q373141', 'Q4333771', 'Q7087891', 'Q7087898', 'Q4890733', 'Q7087897', 'Q7087895', 'Q3350676']",,[]
2383,0,Which human is the director of Batman & Robin (which has Arnold Schwarzenegger as a cast member)?,"Joel Schumacher directed Batman & Robin, which has Arnold Schwarzenegger as a cast member.",Joel Schumacher,['Q295207'],,[]
2385,0,Which human is the composer of The Mummy: Tomb of the Dragon Emperor (which has origins from the United States of America)?,"Randy Edelman is the composer of The Mummy: Tomb of the Dragon Emperor, which has origins from the United States of America.",Randy Edelman,['Q954231'],,[]
2387,0,What river is located in or next to the Pennsylvania city that contains the University of Pittsburgh?,The Ohio River is located in or next to the Pennsylvania city that contains the University of Pittsburgh.,Ohio River,['Q4915'],,[]
2391,0,Who is apart of the contemporary folk music genre and was born in Toronto?,Bahamas is apart of the contemporary folk music genre and was born in Toronto.,Bahamas,"['Q778', 'Q4842324']",,[]
2392,0,Who is Anjelica Huston's brother or sister?,Danny Huston is Anjelica Huston's brother or sister.,Danny Huston,['Q357762'],,[]
2393,0,Who is Natalie Cole's father?,Nat King Cole is Natalie Cole's father.,Nat King Cole,['Q137042'],,[]
2394,0,"What association football club is from the United States of America and has John Spencer, the member of Greenock Morton F.C., as a member?","Colorado Rapids is from the United States of America and has John Spencer, the member of Greenock Morton F.C., as a member.",Colorado Rapids,['Q642408'],,[]
2395,0,Which American football team is headquartered in New York City?,The New York Jets are an American football team that is headquartered in New York City.,New York Jets,['Q219602'],,[]
2396,0,Which individual is well-known for grunge and belongs to the Smashing Pumpkins?,Billy Corgan is well-known for grunge and belongs to the Smashing Pumpkins.,Billy Corgan,['Q311382'],,[]
2397,0,What film was composed by Nelson Riddle and stars Ginger Rogers?,Harlow was composed by Nelson Riddle and stars Ginger Rogers.,Harlow,"['Q852729', 'Q1754956', 'Q5658935']",,[]
2401,0,Tell me the Virginia county that has a border with the independent city that is the Southampton twinned administrative body.,York County borders the independent city that is the Southampton twinned administrative body.,York County,"['Q490914', 'Q390141', 'Q506187', 'Q384754']",,[]
2405,0,Which Academy Awards ceremony was presented by Bob Hope?,The 25th Academy Awards ceremony was presented by Bob Hope.,25th Academy Awards,['Q614408'],,[]
2407,0,Who founded Dischord Records?,Dischord Records was founded by Ian MacKaye.,Ian MacKaye,['Q455545'],,[]
2408,0,What human was the composer of The Mirror Has Two Faces?,Marvin Hamlisch composed The Mirror Has Two Faces.,Marvin Hamlisch,['Q337206'],,[]
2414,0,The Impossible was a nominee and Agora was a recipient of which award category?,The Impossible and Agora were nominated for and received the Goya Award for Best Original Screenplay.,Goya Award for Best Original Screenplay,['Q2634446'],,[]
2418,0,Hayao Miyazaki executive produced which work of anime?,Ponyo on the Cliff by the Sea was executive produced by Hayao Miyazaki.,Ponyo on the Cliff by the Sea,['Q236728'],,[]
2420,0,Which movie is produced by Patricia Heaton?,The movie produced by Patricia Heaton is Amazing Grace.,Amazing Grace,"['Q456017', 'Q210211', 'Q4740799']",,[]
2423,0,"Which make-believe person appears in The X-Files, a SAG nominee for Outstanding Performance by an Ensemble in a Drama Series?","Walter Skinner is a make-believe person who appears in The X-Files, which is a SAG nominee for Outstanding Performance by an Ensemble in a Drama Series.",Walter Skinner,['Q2724227'],,[]
2425,0,What United States city is an administrative division of Butler County that is an administrative division of Ohio?,Hamilton is an administrative division of Butler County that is an administrative division of Ohio.,Hamilton,"['Q133116', 'Q852673', 'Q200028', 'Q4131', 'Q1115105']",,[]
2427,0,What movie had Susan Sarandon and Jack McBrayer casted?,Cats & Dogs is the movie that had Susan Sarandon and Jack McBrayer casted.,Cats & Dogs,['Q1051315'],,[]
2428,0,What television series has Paul Reiser as a cast member?,Mad About You has Paul Reiser as a cast member.,Mad About You,['Q752365'],,[]
2429,0,What sound came from Mexico?,Mexico produced a sound called nu jazz.,nu jazz,['Q1136331'],,[]
2431,0,What language is the official language of County Cork?,Irish is the official language of County Cork.,Irish,['Q9142'],,[]
2434,0,"Which human is father of the human that is executive producer of Planet of the Apes (whose narrative location is Washington, D.C.)?","Darryl F. Zanuck is the father of the human that is executive producer of Planet of the Apes (whose narrative location is Washington, D.C.).",Darryl F. Zanuck,['Q364342'],,[]
2436,0,Ron Silver executive produced what visual artwork?,Get Carter is a visual artwork that was executive produced by Ron Silver.,Get Carter,"['Q1010099', 'Q511591']",,[]
2439,0,Baltimore County contains which higher education institution?,Towson University is a higher education institution located in Baltimore County.,Towson University,['Q1474129'],,[]
2440,0,What is the MTV Video Music Award won by Selena Gomez?,Selena Gomez won the MTV Video Music Award for Best Pop Video.,MTV Video Music Award for Best Pop Video,['Q617869'],,[]
2442,0,Who is the producer of Six Feet Under (the one that was nominated for Primetime Emmy Award for Outstanding Lead Actress in a Drama Series)?,"The producer of Six Feet Under, who was nominated for a Primetime Emmy Award for Outstanding Lead Actress in a Drama Series, is Alan Ball.",Alan Ball,"['Q1752144', 'Q2830466']",,[]
2446,0,Which band received Grammy Award for Album of the Year?,KC and the Sunshine Band received a Grammy Award for Album of the Year.,KC and the Sunshine Band,['Q1130581'],,[]
2449,0,What single's composer is Adam Levine?,Daylight's composer is Adam Levine.,Daylight,"['Q225916', 'Q1026453']",,[]
2451,0,What is the film starring Jaime Pressly and whose genre is buddy film?,"I Love You, Man is the film starring Jaime Pressly and whose genre is buddy film.","I Love You, Man",['Q958257'],,[]
2453,0,What animated feature film is a model item animated film?,Snow White and the Seven Dwarfs is a model item animated film.,Snow White and the Seven Dwarfs,['Q134430'],,[]
2454,0,Tell me the movie that was written by Jean Cocteau and that is in the drama film genre.,The movie that is written by Jean Cocteau and is in the drama film genre is Beauty and the Beast.,Beauty and the Beast,"['Q179673', 'Q19946102', 'Q152715', 'Q3821430', 'Q927048', 'Q1216187', 'Q2454384', 'Q73268', 'Q3206615', 'Q3206613']",,[]
2455,0,Which TV movie had its script written by Jon Avnet?,Up had its script written by Jon Avnet.,Up,"['Q174811', 'Q686165', 'Q3825402']",,[]
2456,0,What island is situated in or adjacent to the Pacific Ocean and belongs to the country of Canada?,Vancouver Island is situated in or adjacent to the Pacific Ocean and belongs to the country of Canada.,Vancouver Island,['Q170479'],,[]
2457,0,Which person created Phineas and Ferb?,Phineas and Ferb was created by Dan Povenmire.,Dan Povenmire,['Q935609'],,[]
2459,0,Which big city is located in Schleswig-Holstein?,Kiel is a big city located in Schleswig-Holstein.,Kiel,['Q1707'],,[]
2464,0,"What fictional person living in Brooklyn, birthplace of Norah Jones, was performed by Larry Miller, from the cast of Pretty Woman?","Michael Dobson, a fictional person living in Brooklyn and birthplace of Norah Jones, was performed by Larry Miller, from the cast of Pretty Woman.",Michael Dobson,"['Q6829877', 'Q6829880', 'Q22810657']",,[]
2465,0,What is the agent whose country is Turkey ?,Bursaspor is the agent whose country is Turkey.,Bursaspor,['Q203573'],,[]
2467,0,Which person is known for both the tabla and keyboard instruments?,Alain Johannes is known for both the tabla and keyboard instruments.,Alain Johannes,['Q984115'],,[]
2475,0,What visual artwork released in Slovakia was written by Owen Wilson?,Rushmore is a visual artwork written by Owen Wilson that was released in Slovakia.,Rushmore,['Q1347393'],,[]
2476,0,Tell me the movie that has a script written by  Andrew Lloyd Webber,The Phantom of the Opera is the movie that has a script written by Andrew Lloyd Webber.,The Phantom of the Opera,"['Q276407', 'Q927919', 'Q1170077', 'Q1170215', 'Q837966', 'Q1170082', 'Q382353', 'Q12360731']",,[]
2477,0,Which university is headquartered in Calgary?,The University of Calgary is headquartered in Calgary.,University of Calgary,['Q1067471'],,[]
2486,0,What California county contains the administrative division known as Bakersfield?,Kern County contains the administrative division known as Bakersfield.,Kern County,['Q108047'],,[]
2488,0,What sound is associated with the people that make up the Grateful Dead?,The Grateful Dead are associated with the sound of acid rock.,acid rock,['Q236932'],,[]
2492,0,Which television series script was written by Tim Minear?,Drive was written by Tim Minear.,Drive,"['Q732960', 'Q2984085']",,[]
2493,0,What town was Steven Culp born in?,La Jolla is the town where Steven Culp was born.,La Jolla,['Q840668'],,[]
2494,0,Who is the composer of End of Days and Evan Almighty?,John Debney is the composer of End of Days and Evan Almighty.,John Debney,['Q48975'],,[]
2495,0,Which US city is related to sport American football?,Green Bay is a city in the United States related to American football.,Green Bay,"['Q47430', 'Q947086']",,[]
2497,0,Steve Carell produced which movie?,"Crazy, Stupid, Love. was produced by Steve Carell.","Crazy, Stupid, Love.",['Q519490'],,[]
2498,0,Latin American music is the style of which band?,Calle 13 is a band that plays Latin American music.,Calle 13,['Q1027200'],,[]
2499,0,Which political party was founded by James Madison (the one that has the occupation of lawyer)?,"The Democratic-Republican Party was founded by James Madison, who was a lawyer.",Democratic-Republican Party,['Q42186'],,[]
2501,0,Which album from the US was produced by Jeff Lynne?,Brian Wilson produced the album which was created in the US by Jeff Lynne.,Brian Wilson,"['Q313013', 'Q4965652', 'Q338231', 'Q913269', 'Q4965656', 'Q247876']",,[]
2502,0,Who was the composer on The Muppet Movie?,Paul Williams was the composer on The Muppet Movie.,Paul Williams,"['Q927415', 'Q7154387', 'Q7154398', 'Q7154397', 'Q7154401', 'Q953304', 'Q7154402', 'Q2063152', 'Q7154390', 'Q7154396', 'Q7154386']",,[]
2503,0,Uruguay is the country where which city is located?,Montevideo is the city located in Uruguay.,Montevideo,['Q1335'],,[]
2506,0,Which language is the official one for Vietnam?,Vietnamese is the official language of Vietnam.,Vietnamese,['Q9199'],,[]
2509,0,What person was born in the country where Beasts of the Southern Wild was released?,John Houseman was born in the country where Beasts of the Southern Wild was released.,John Houseman,"['Q315734', 'Q1886645']",,[]
2510,0,Which American football team has Ron W. Miller as a member ?,Los Angeles Rams has Ron W. Miller as a member.,Los Angeles Rams,['Q337377'],,[]
2512,0,Which song is in the rock music genre?,Madagascar is a song in the rock music genre.,Madagascar,"['Q174555', 'Q1019', 'Q3496405', 'Q740515']",,[]
2513,0,What is the name of the war that happen in Eurasia?,The name of the war that happened in Eurasia is Mongol conquests.,Mongol conquests,['Q2092093'],,[]
2515,0,Regarding Shrek (with a release region in Malaysia) and Animaniacs (produced by Warner Bros. Animation) who is a voice actor for them?,Jim Cummings is a voice actor for Shrek (with a release region in Malaysia) and Animaniacs (produced by Warner Bros. Animation).,Jim Cummings,"['Q310292', 'Q56529054']",,[]
2516,0,Joan of Arc with Leelee Sobieski as a cast member was distributed by which TV station ?,CBC Television distributed Joan of Arc with Leelee Sobieski as a cast member.,CBC Television,['Q1022955'],,[]
2519,0,In what city of the United States is established Kill Rock Stars?,Olympia is where Kill Rock Stars is established in the United States.,Olympia,"['Q42735', 'Q158069', 'Q638087']",,[]
2521,0,Which organization has quality of data stream that is a Wikidata property of Botswana?,Amazon has the quality of data stream that is a Wikidata property of Botswana.,Amazon,"['Q3884', 'Q3783']",,[]
2522,0,Patton was nominated for which type of award?,The BAFTA Award for Best Actor in a Leading Role was nominated for Patton.,BAFTA Award for Best Actor in a Leading Role,['Q400007'],,[]
2524,0,What record label is Q-Tip on?,Q-Tip is on Jive Records.,Jive Records,['Q27184'],,[]
2527,0,Who was drafted by the Phoenix Suns and plays the point guard position?,Al Green was drafted by the Phoenix Suns and plays the point guard position.,Al Green,"['Q313260', 'Q749039', 'Q14469655']",,[]
2529,0,What person was in both the cast of Bullets Over Broadway and Deconstructing Harry?,Tony Sirico was in both the cast of Bullets Over Broadway and Deconstructing Harry.,Tony Sirico,['Q726201'],,[]
2531,0,Which historical country is located in the continent of the Americas?,The Spanish Empire is located in the continent of the Americas.,Spanish Empire,['Q80702'],,[]
2532,0,What company produced Warner Bros' Midnight in the Garden of Good and Evil?,Silver Pictures produced Warner Bros' Midnight in the Garden of Good and Evil.,Silver Pictures,['Q1188938'],,[]
2533,0,What is the person announces for sport auto racing known as?,sports commentator is the person who announces for sport auto racing.,sports commentator,['Q2986228'],,[]
2535,0,Who is the screenwriter of Conspiracy Theory and of Mystic River which was nominated for a Broadcast Film Critics Association Award for Best Supporting Actress?,Brian Helgeland is the screenwriter of Conspiracy Theory and of Mystic River which was nominated for a Broadcast Film Critics Association Award for Best Supporting Actress.,Brian Helgeland,['Q912327'],,[]
2536,0,What visual artwork received a Broadcast Film Critics Association Award for Best Actress and was nominated for an Independent Spirit Award for Best First Screenplay?,Rachel Getting Married received a Broadcast Film Critics Association Award for Best Actress and was nominated for an Independent Spirit Award for Best First Screenplay.,Rachel Getting Married,['Q1117613'],,[]
2537,0,Who produced Vantage Point and was born in Los Angeles?,Neal H. Moritz produced Vantage Point and he was born in Los Angeles.,Neal H. Moritz,['Q928022'],,[]
2541,0,"Which Illinois county contains a state or insular area capital in the United States that is the place where Kevin McCarthy, Catholicism follower, works?","Sangamon County is an Illinois county that contains a state or insular area capital in the United States and is the place where Kevin McCarthy, a Catholicism follower, works.",Sangamon County,['Q490994'],,[]
2544,0,Which band is known for hardcore?,The Prodigy is known for hardcore.,The Prodigy,"['Q7256860', 'Q58313660']",,[]
2546,0,Which disease did Joseph Cotten die of?,Joseph Cotten died of esophageal cancer.,esophageal cancer,['Q372701'],,[]
2548,0,Who is the executive producer of The Silence of the Lambs?,Gary Goetzman is the executive producer of The Silence of the Lambs.,Gary Goetzman,['Q3098559'],,[]
2551,0,Tell me the person who directed Aladdin (the one in the adventure film genre),Guy Ritchie directed Aladdin (the one in the adventure film genre).,Guy Ritchie,['Q192990'],,[]
2554,0,Slash famously represents which form of heavy metal?,Glam metal is represented by slash.,glam metal,['Q188539'],,[]
2555,0,Which music genre is the genre of Ice Cube?,West Coast hip hop is the music genre of Ice Cube.,West Coast hip hop,['Q429264'],,[]
2558,0,Feminism is the ideology of which political party?,Alliance '90/The Greens is the political party that feminism is the ideology of.,Alliance '90/The Greens,['Q49766'],,[]
2560,0,What television film has a cast member named Jeremy Sisto?,Julius Caesar has a cast member named Jeremy Sisto.,Julius Caesar,"['Q734950', 'Q1048', 'Q1612412', 'Q1712531', 'Q12125286', 'Q315616']",,[]
2561,0,Which film was produced by Liv Ullmann?,Cries and Whispers was produced by Liv Ullmann.,Cries and Whispers,['Q830874'],,[]
2562,0,Which band is famous for country music and has genre as glam rock ?,Roxy Music is famous for country music and has the genre of glam rock.,Roxy Music,['Q334648'],,[]
2563,0,"For the organization that is Ohio Wesleyan University's registeration, what nonprofit organization is registered with it?",Girl Scouts of the USA is a nonprofit organization that is registered with Ohio Wesleyan University.,Girl Scouts of the USA,['Q2576280'],,[]
2566,0,Which movie is composed by Eminem?,8 Mile is composed by Eminem.,8 Mile,['Q196665'],,[]
2568,0,"What state or insular area capital in the US is located in the Central Time Zone and is also the working location of Tom Johnson, educated at University of Michigan ?","Springfield is the state or insular area capital in the US located in the Central Time Zone and is also the working location of Tom Johnson, educated at the University of Michigan.",Springfield,"['Q135615', 'Q49158', 'Q28515', 'Q40325']",,[]
2569,0,What capital is located in Canton of Vaud?,Lausanne is the capital located in Canton of Vaud.,Lausanne,['Q807'],,[]
2570,0,Which newscast is presented by Al Roker?,Today is the newscast presented by Al Roker.,Today,"['Q130838', 'Q3992152']",,[]
2572,0,Tell me the entertainment that got released from Microsoft Windows and that has Jessica Alba as a voice actor,The entertainment that got released from Microsoft Windows and that has Jessica Alba as a voice actor is Fantastic Four.,Fantastic Four,"['Q224130', 'Q16795448', 'Q2360769', 'Q785025', 'Q947661', 'Q2722904']",,[]
2573,0,Which university is the education place of Duff McKagan?,Seattle University is the education place of Duff McKagan.,Seattle University,['Q615873'],,[]
2578,0,What television series is the genre of comedy-drama and Kevin Williamson's notable work?,The Vampire Diaries is a television series that is the genre of comedy-drama and Kevin Williamson's notable work.,The Vampire Diaries,['Q28537'],,[]
2579,0,Which US city is the twinned administrative body of Wollongong?,Palm Desert is the twinned administrative body of Wollongong.,Palm Desert,['Q399976'],,[]
2580,0,What organization belongs to the marketing industry?,Google belongs to the marketing industry.,Google,"['Q95', 'Q9366']",,[]
